sub	MB	ME	stat	contrast	denoise	mask_name	mean_act	median_act
10154	6	4	cope	13	tedana	VS	125.14403533935547	122.77574157714844
10154	6	4	cope	13	tedana	RVS	144.1982879638672	122.4802474975586
10154	6	4	cope	13	tedana	LVS	285.6422119140625	286.2436218261719
10154	6	4	cope	13	tedana	vmPFC	96.53795623779297	98.63291931152344
10154	6	4	cope	13	tedana	FFA	95.74037170410156	101.57308959960938
10154	6	4	cope	13	tedana	sCerb	65.95174407958984	54.769981384277344
10154	6	4	cope	13	tedana	iCerb	127.84461975097656	123.70160675048828
10154	6	4	cope	13	tedana	Motor	166.86947631835938	149.991943359375
10154	3	4	varcope	13	tedana	VS	65645.859375	63651.0390625
10154	3	4	varcope	13	tedana	RVS	83228.0546875	57801.76953125
10154	3	4	varcope	13	tedana	LVS	87513.5078125	72826.265625
10154	3	4	varcope	13	tedana	vmPFC	26161.62109375	24523.833984375
10154	3	4	varcope	13	tedana	FFA	32371.404296875	23664.236328125
10154	3	4	varcope	13	tedana	sCerb	71091.4140625	66036.6640625
10154	3	4	varcope	13	tedana	iCerb	45177.94921875	43423.88671875
10154	3	4	varcope	13	tedana	Motor	29339.916015625	23182.8125
10154	3	4	cope	12	tedana	VS	-48.48326873779297	-49.459678649902344
10154	3	4	cope	12	tedana	RVS	-31.676612854003906	-25.419342041015625
10154	3	4	cope	12	tedana	LVS	-90.87823486328125	-43.18655776977539
10154	3	4	cope	12	tedana	vmPFC	-18.7447509765625	-3.2678027153015137
10154	3	4	cope	12	tedana	FFA	-112.48523712158203	-54.06184005737305
10154	3	4	cope	12	tedana	sCerb	172.2764892578125	151.5371551513672
10154	3	4	cope	12	tedana	iCerb	40.23091506958008	36.35954284667969
10154	3	4	cope	12	tedana	Motor	119.68962097167969	85.18000793457031
10154	3	4	varcope	11	tedana	VS	67123.859375	65292.53515625
10154	3	4	varcope	11	tedana	RVS	84867.8515625	59375.65625
10154	3	4	varcope	11	tedana	LVS	89133.59375	74178.3828125
10154	3	4	varcope	11	tedana	vmPFC	25399.134765625	24065.36328125
10154	3	4	varcope	11	tedana	FFA	31665.875	23597.3359375
10154	3	4	varcope	11	tedana	sCerb	72127.2421875	67515.3984375
10154	3	4	varcope	11	tedana	iCerb	46019.9921875	44577.3125
10154	3	4	varcope	11	tedana	Motor	29353.791015625	23330.876953125
10154	3	4	zstat	11	tedana	VS	-0.3029690682888031	-0.20079413056373596
10154	3	4	zstat	11	tedana	RVS	-0.7191472053527832	-0.8625299334526062
10154	3	4	zstat	11	tedana	LVS	-0.5110384225845337	-0.4308994710445404
10154	3	4	zstat	11	tedana	vmPFC	-0.418500691652298	-0.4007372260093689
10154	3	4	zstat	11	tedana	FFA	0.1325049251317978	0.19417530298233032
10154	3	4	zstat	11	tedana	sCerb	-0.17939108610153198	-0.04846353083848953
10154	3	4	zstat	11	tedana	iCerb	-0.7450278997421265	-0.71248859167099
10154	3	4	zstat	11	tedana	Motor	-0.5819623470306396	-0.602493405342102
10154	3	4	cope	11	tedana	VS	-74.67540740966797	-55.46017837524414
10154	3	4	cope	11	tedana	RVS	-217.414794921875	-234.24929809570312
10154	3	4	cope	11	tedana	LVS	-176.47190856933594	-108.82428741455078
10154	3	4	cope	11	tedana	vmPFC	-76.92604064941406	-70.53285217285156
10154	3	4	cope	11	tedana	FFA	-14.438547134399414	27.80683135986328
10154	3	4	cope	11	tedana	sCerb	-57.085411071777344	-11.682441711425781
10154	3	4	cope	11	tedana	iCerb	-164.87290954589844	-154.8878173828125
10154	3	4	cope	11	tedana	Motor	-108.0560073852539	-87.35347747802734
10154	3	4	varcope	12	tedana	VS	53864.984375	52196.78125
10154	3	4	varcope	12	tedana	RVS	68024.578125	47332.9765625
10154	3	4	varcope	12	tedana	LVS	71779.5078125	59654.48828125
10154	3	4	varcope	12	tedana	vmPFC	21404.53125	20116.8828125
10154	3	4	varcope	12	tedana	FFA	26818.0703125	19554.515625
10154	3	4	varcope	12	tedana	sCerb	58508.3359375	54292.4921875
10154	3	4	varcope	12	tedana	iCerb	37256.4140625	35865.734375
10154	3	4	varcope	12	tedana	Motor	24011.259765625	18933.021484375
10154	3	4	zstat	12	tedana	VS	-0.21089881658554077	-0.22969627380371094
10154	3	4	zstat	12	tedana	RVS	-0.060369011014699936	-0.14092472195625305
10154	3	4	zstat	12	tedana	LVS	-0.35172033309936523	-0.14483638107776642
10154	3	4	zstat	12	tedana	vmPFC	-0.0463777557015419	-0.027801891788840294
10154	3	4	zstat	12	tedana	FFA	-0.513307511806488	-0.3825646638870239
10154	3	4	zstat	12	tedana	sCerb	0.6945881247520447	0.6417118310928345
10154	3	4	zstat	12	tedana	iCerb	0.21978634595870972	0.21771159768104553
10154	3	4	zstat	12	tedana	Motor	0.7410722374916077	0.6522449851036072
10154	3	4	zstat	13	tedana	VS	1.3408687114715576	1.3132050037384033
10154	3	4	zstat	13	tedana	RVS	0.9182689785957336	0.8573312759399414
10154	3	4	zstat	13	tedana	LVS	0.7875702381134033	0.5992483496665955
10154	3	4	zstat	13	tedana	vmPFC	0.500564694404602	0.4946385622024536
10154	3	4	zstat	13	tedana	FFA	0.435733824968338	0.42350146174430847
10154	3	4	zstat	13	tedana	sCerb	0.47345560789108276	0.5214750170707703
10154	3	4	zstat	13	tedana	iCerb	0.36830654740333557	0.3763262927532196
10154	3	4	zstat	13	tedana	Motor	0.5291113257408142	0.508956253528595
10154	3	4	cope	13	tedana	VS	343.3765563964844	336.0464782714844
10154	3	4	cope	13	tedana	RVS	251.78134155273438	216.5928497314453
10154	3	4	cope	13	tedana	LVS	239.35610961914062	167.0659637451172
10154	3	4	cope	13	tedana	vmPFC	75.10771179199219	67.6123046875
10154	3	4	cope	13	tedana	FFA	67.94734191894531	61.33992004394531
10154	3	4	cope	13	tedana	sCerb	111.68495178222656	129.09461975097656
10154	3	4	cope	13	tedana	iCerb	71.97042083740234	80.13011169433594
10154	3	4	cope	13	tedana	Motor	91.66674041748047	83.24897766113281
10154	1	4	varcope	13	tedana	VS	224600.8125	211684.84375
10154	1	4	varcope	13	tedana	RVS	587197.0625	218758.78125
10154	1	4	varcope	13	tedana	LVS	423590.46875	220570.390625
10154	1	4	varcope	13	tedana	vmPFC	121712.4609375	85666.5625
10154	1	4	varcope	13	tedana	FFA	231640.90625	141964.1875
10154	1	4	varcope	13	tedana	sCerb	316789.75	213444.25
10154	1	4	varcope	13	tedana	iCerb	147855.578125	138443.0
10154	1	4	varcope	13	tedana	Motor	158749.515625	95777.921875
10154	1	4	cope	12	tedana	VS	37.74588394165039	55.46732711791992
10154	1	4	cope	12	tedana	RVS	-152.4577178955078	-14.47613525390625
10154	1	4	cope	12	tedana	LVS	-58.940731048583984	-173.9437255859375
10154	1	4	cope	12	tedana	vmPFC	145.5618896484375	181.73422241210938
10154	1	4	cope	12	tedana	FFA	55.33302307128906	82.46713256835938
10154	1	4	cope	12	tedana	sCerb	464.0970764160156	485.5330810546875
10154	1	4	cope	12	tedana	iCerb	655.3793334960938	641.2974853515625
10154	1	4	cope	12	tedana	Motor	210.19952392578125	177.64915466308594
10154	1	4	varcope	11	tedana	VS	525558.6875	494077.9375
10154	1	4	varcope	11	tedana	RVS	1365705.25	514545.625
10154	1	4	varcope	11	tedana	LVS	989923.625	517651.375
10154	1	4	varcope	11	tedana	vmPFC	292777.09375	202480.84375
10154	1	4	varcope	11	tedana	FFA	548383.25	338118.125
10154	1	4	varcope	11	tedana	sCerb	744307.375	505274.34375
10154	1	4	varcope	11	tedana	iCerb	346215.03125	324568.5625
10154	1	4	varcope	11	tedana	Motor	365997.9375	222725.34375
10154	1	4	zstat	11	tedana	VS	0.4113161265850067	0.3382183313369751
10154	1	4	zstat	11	tedana	RVS	-0.06677237153053284	-0.03551666438579559
10154	1	4	zstat	11	tedana	LVS	0.37107643485069275	0.26282742619514465
10154	1	4	zstat	11	tedana	vmPFC	-0.0613899901509285	-0.17712154984474182
10154	1	4	zstat	11	tedana	FFA	1.144472599029541	1.0769470930099487
10154	1	4	zstat	11	tedana	sCerb	0.09177524596452713	0.11383242905139923
10154	1	4	zstat	11	tedana	iCerb	0.2917520999908447	0.3281330168247223
10154	1	4	zstat	11	tedana	Motor	0.06171322613954544	0.07089367508888245
10154	1	4	cope	11	tedana	VS	294.0235900878906	232.43667602539062
10154	1	4	cope	11	tedana	RVS	184.55227661132812	-22.423782348632812
10154	1	4	cope	11	tedana	LVS	455.659423828125	163.80873107910156
10154	1	4	cope	11	tedana	vmPFC	-22.069398880004883	-86.74618530273438
10154	1	4	cope	11	tedana	FFA	753.5513305664062	613.2930908203125
10154	1	4	cope	11	tedana	sCerb	35.274818420410156	83.03103637695312
10154	1	4	cope	11	tedana	iCerb	172.42864990234375	170.45010375976562
10154	1	4	cope	11	tedana	Motor	100.13062286376953	36.27301025390625
10154	1	4	varcope	12	tedana	VS	625023.8125	592263.5
10154	1	4	varcope	12	tedana	RVS	1648049.375	607895.5
10154	1	4	varcope	12	tedana	LVS	1159389.5	618843.125
10154	1	4	varcope	12	tedana	vmPFC	317186.25	229086.703125
10154	1	4	varcope	12	tedana	FFA	591093.3125	374270.96875
10154	1	4	varcope	12	tedana	sCerb	879233.0625	606863.0625
10154	1	4	varcope	12	tedana	iCerb	413686.5625	384110.21875
10154	1	4	varcope	12	tedana	Motor	427998.375	264728.28125
10154	1	4	zstat	12	tedana	VS	0.06334207952022552	0.07571329176425934
10154	1	4	zstat	12	tedana	RVS	-0.015635591000318527	-0.020703114569187164
10154	1	4	zstat	12	tedana	LVS	-0.1751352846622467	-0.14209255576133728
10154	1	4	zstat	12	tedana	vmPFC	0.2462586611509323	0.36477285623550415
10154	1	4	zstat	12	tedana	FFA	0.12902697920799255	0.1190541684627533
10154	1	4	zstat	12	tedana	sCerb	0.6045414209365845	0.5963978171348572
10154	1	4	zstat	12	tedana	iCerb	1.0251336097717285	1.0442110300064087
10154	1	4	zstat	12	tedana	Motor	0.36292389035224915	0.35100823640823364
10154	1	4	zstat	13	tedana	VS	0.12663350999355316	0.005531594157218933
10154	1	4	zstat	13	tedana	RVS	0.6026672124862671	0.6431272625923157
10154	1	4	zstat	13	tedana	LVS	0.07993348687887192	0.16047891974449158
10154	1	4	zstat	13	tedana	vmPFC	0.737065851688385	0.6731213331222534
10154	1	4	zstat	13	tedana	FFA	0.25915390253067017	0.22020041942596436
10154	1	4	zstat	13	tedana	sCerb	0.2660863697528839	0.26680895686149597
10154	1	4	zstat	13	tedana	iCerb	0.18795262277126312	0.21379786729812622
10154	1	4	zstat	13	tedana	Motor	0.38424238562583923	0.37743663787841797
10154	1	4	cope	13	tedana	VS	58.16067123413086	4.3185038566589355
10154	1	4	cope	13	tedana	RVS	435.78985595703125	376.9436950683594
10154	1	4	cope	13	tedana	LVS	72.77954864501953	95.48184967041016
10154	1	4	cope	13	tedana	vmPFC	271.7043762207031	242.19985961914062
10154	1	4	cope	13	tedana	FFA	135.5529022216797	81.03961181640625
10154	1	4	cope	13	tedana	sCerb	148.5453643798828	120.73213195800781
10154	1	4	cope	13	tedana	iCerb	78.19156646728516	77.84407043457031
10154	1	4	cope	13	tedana	Motor	126.12796020507812	131.38406372070312
10154	1	4	varcope	13	none	VS	215820.296875	203022.34375
10154	1	4	varcope	13	none	RVS	509845.875	206935.375
10154	1	4	varcope	13	none	LVS	385728.59375	220104.234375
10154	1	4	varcope	13	none	vmPFC	108804.9140625	76642.6171875
10154	1	4	varcope	13	none	FFA	211433.09375	133830.515625
10154	1	4	varcope	13	none	sCerb	314127.46875	208076.1875
10154	1	4	varcope	13	none	iCerb	147691.375	133581.484375
10154	1	4	varcope	13	none	Motor	142639.9375	86148.5859375
10154	1	4	cope	12	none	VS	75.99272155761719	89.4732894897461
10154	1	4	cope	12	none	RVS	20.331539154052734	25.730199813842773
10154	1	4	cope	12	none	LVS	-166.83204650878906	-252.33627319335938
10154	1	4	cope	12	none	vmPFC	90.01197052001953	127.26588439941406
10154	1	4	cope	12	none	FFA	26.46446990966797	-12.037740707397461
10154	1	4	cope	12	none	sCerb	566.4225463867188	573.6559448242188
10154	1	4	cope	12	none	iCerb	568.5861206054688	537.228515625
10154	1	4	cope	12	none	Motor	246.8679962158203	213.26856994628906
10154	1	4	varcope	11	none	VS	563026.625	529286.625
10154	1	4	varcope	11	none	RVS	1325374.375	538936.375
10154	1	4	varcope	11	none	LVS	999602.1875	563843.8125
10154	1	4	varcope	11	none	vmPFC	282000.3125	198697.59375
10154	1	4	varcope	11	none	FFA	529867.25	339015.25
10154	1	4	varcope	11	none	sCerb	811501.0	541077.625
10154	1	4	varcope	11	none	iCerb	379050.78125	343335.0625
10154	1	4	varcope	11	none	Motor	364507.0	221100.03125
10154	1	4	zstat	11	none	VS	0.218910813331604	0.14216266572475433
10154	1	4	zstat	11	none	RVS	-0.28105127811431885	-0.33108049631118774
10154	1	4	zstat	11	none	LVS	0.11160341650247574	0.08570817857980728
10154	1	4	zstat	11	none	vmPFC	-0.4921875	-0.7464930415153503
10154	1	4	zstat	11	none	FFA	0.6923397779464722	0.7096004486083984
10154	1	4	zstat	11	none	sCerb	-0.06902173161506653	-0.1531381607055664
10154	1	4	zstat	11	none	iCerb	0.04653477668762207	0.057280782610177994
10154	1	4	zstat	11	none	Motor	-0.2638521194458008	-0.2437478005886078
10154	1	4	cope	11	none	VS	165.88890075683594	112.25082397460938
10154	1	4	cope	11	none	RVS	6.683154582977295	-268.32232666015625
10154	1	4	cope	11	none	LVS	173.65670776367188	52.335723876953125
10154	1	4	cope	11	none	vmPFC	-286.45550537109375	-225.38931274414062
10154	1	4	cope	11	none	FFA	443.6446533203125	382.7696533203125
10154	1	4	cope	11	none	sCerb	-77.50560760498047	-103.69710540771484
10154	1	4	cope	11	none	iCerb	24.60849380493164	31.191455841064453
10154	1	4	cope	11	none	Motor	-100.00086212158203	-119.50792694091797
10154	1	4	varcope	12	none	VS	620425.75	586136.625
10154	1	4	varcope	12	none	RVS	1489588.375	592773.6875
10154	1	4	varcope	12	none	LVS	1105218.125	619457.4375
10154	1	4	varcope	12	none	vmPFC	294274.84375	211269.3125
10154	1	4	varcope	12	none	FFA	555036.0625	362045.96875
10154	1	4	varcope	12	none	sCerb	885645.375	594869.9375
10154	1	4	varcope	12	none	iCerb	419454.40625	381316.90625
10154	1	4	varcope	12	none	Motor	395903.71875	242780.265625
10154	1	4	zstat	12	none	VS	0.10098358988761902	0.1186005175113678
10154	1	4	zstat	12	none	RVS	0.031091926619410515	0.02399921789765358
10154	1	4	zstat	12	none	LVS	-0.2548537254333496	-0.30699703097343445
10154	1	4	zstat	12	none	vmPFC	0.15834759175777435	0.27547287940979004
10154	1	4	zstat	12	none	FFA	0.05377110838890076	-0.019624175503849983
10154	1	4	zstat	12	none	sCerb	0.695598840713501	0.7512019276618958
10154	1	4	zstat	12	none	iCerb	0.8951413631439209	0.8487435579299927
10154	1	4	zstat	12	none	Motor	0.4386627674102783	0.4185367524623871
10154	1	4	zstat	13	none	VS	-0.11200658977031708	-0.14539338648319244
10154	1	4	zstat	13	none	RVS	0.29563257098197937	0.39654284715652466
10154	1	4	zstat	13	none	LVS	-0.1090146079659462	0.014698224142193794
10154	1	4	zstat	13	none	vmPFC	0.4670637845993042	0.396109402179718
10154	1	4	zstat	13	none	FFA	0.1997450739145279	0.21461673080921173
10154	1	4	zstat	13	none	sCerb	0.11611072719097137	0.1327611804008484
10154	1	4	zstat	13	none	iCerb	-0.057421907782554626	-0.008849138393998146
10154	1	4	zstat	13	none	Motor	0.032609857618808746	0.02781396545469761
10154	1	4	cope	13	none	VS	-56.921749114990234	-66.49024963378906
10154	1	4	cope	13	none	RVS	209.74436950683594	191.59613037109375
10154	1	4	cope	13	none	LVS	4.66823673248291	5.801227569580078
10154	1	4	cope	13	none	vmPFC	164.4569549560547	117.89567565917969
10154	1	4	cope	13	none	FFA	90.58013916015625	71.99451446533203
10154	1	4	cope	13	none	sCerb	72.65351867675781	63.33740234375
10154	1	4	cope	13	none	iCerb	-12.666831016540527	-3.814251184463501
10154	1	4	cope	13	none	Motor	-8.70044994354248	9.361824035644531
10154	6	4	varcope	13	none	VS	64191.60546875	62711.921875
10154	6	4	varcope	13	none	RVS	77191.3828125	55973.16796875
10154	6	4	varcope	13	none	LVS	78989.171875	72325.8828125
10154	6	4	varcope	13	none	vmPFC	30175.67578125	31382.2578125
10154	6	4	varcope	13	none	FFA	35930.95703125	23285.8125
10154	6	4	varcope	13	none	sCerb	80048.8359375	70558.40625
10154	6	4	varcope	13	none	iCerb	34414.44921875	33853.08984375
10154	6	4	varcope	13	none	Motor	31592.447265625	24646.8984375
10154	6	4	cope	12	none	VS	-44.481754302978516	-61.418121337890625
10154	6	4	cope	12	none	RVS	34.910400390625	-79.29338073730469
10154	6	4	cope	12	none	LVS	-200.6179962158203	-138.40423583984375
10154	6	4	cope	12	none	vmPFC	153.3249053955078	13.059850692749023
10154	6	4	cope	12	none	FFA	-206.12852478027344	-152.02587890625
10154	6	4	cope	12	none	sCerb	427.129638671875	461.59210205078125
10154	6	4	cope	12	none	iCerb	230.52308654785156	197.08152770996094
10154	6	4	cope	12	none	Motor	558.9068603515625	481.03265380859375
10154	6	4	varcope	11	none	VS	672611.6875	657680.125
10154	6	4	varcope	11	none	RVS	811809.25	589192.9375
10154	6	4	varcope	11	none	LVS	830255.8125	761599.75
10154	6	4	varcope	11	none	vmPFC	317200.46875	329519.5625
10154	6	4	varcope	11	none	FFA	378535.5	245879.53125
10154	6	4	varcope	11	none	sCerb	841685.25	737828.0
10154	6	4	varcope	11	none	iCerb	362584.78125	356531.15625
10154	6	4	varcope	11	none	Motor	331488.0625	259146.765625
10154	6	4	zstat	11	none	VS	-0.0559903085231781	-0.08218872547149658
10154	6	4	zstat	11	none	RVS	0.021918807178735733	0.09000127017498016
10154	6	4	zstat	11	none	LVS	-0.10917923599481583	-0.08848331868648529
10154	6	4	zstat	11	none	vmPFC	-0.5655125379562378	-0.5835052728652954
10154	6	4	zstat	11	none	FFA	1.113938808441162	1.0679715871810913
10154	6	4	zstat	11	none	sCerb	-0.2582263946533203	-0.2487563043832779
10154	6	4	zstat	11	none	iCerb	-0.06861273944377899	-0.11117372661828995
10154	6	4	zstat	11	none	Motor	-0.5395272970199585	-0.586863100528717
10154	6	4	cope	11	none	VS	-52.26203918457031	-71.64823913574219
10154	6	4	cope	11	none	RVS	21.815345764160156	102.69635772705078
10154	6	4	cope	11	none	LVS	-101.41220092773438	-80.39379119873047
10154	6	4	cope	11	none	vmPFC	-389.051025390625	-311.5467834472656
10154	6	4	cope	11	none	FFA	603.6948852539062	577.846435546875
10154	6	4	cope	11	none	sCerb	-219.9532012939453	-214.0056610107422
10154	6	4	cope	11	none	iCerb	-36.84247970581055	-64.80421447753906
10154	6	4	cope	11	none	Motor	-307.6566162109375	-302.54815673828125
10154	6	4	varcope	12	none	VS	655827.0625	641467.0625
10154	6	4	varcope	12	none	RVS	793645.9375	574503.75
10154	6	4	varcope	12	none	LVS	811106.9375	741353.8125
10154	6	4	varcope	12	none	vmPFC	312586.53125	324813.5625
10154	6	4	varcope	12	none	FFA	372646.53125	241070.9375
10154	6	4	varcope	12	none	sCerb	823354.5	719135.625
10154	6	4	varcope	12	none	iCerb	354721.875	349079.71875
10154	6	4	varcope	12	none	Motor	325907.71875	254956.765625
10154	6	4	zstat	12	none	VS	-0.07256557047367096	-0.077165387570858
10154	6	4	zstat	12	none	RVS	0.033882156014442444	-0.08747405558824539
10154	6	4	zstat	12	none	LVS	-0.2396627515554428	-0.12769348919391632
10154	6	4	zstat	12	none	vmPFC	0.21320290863513947	0.019542189314961433
10154	6	4	zstat	12	none	FFA	-0.3287281095981598	-0.2932283282279968
10154	6	4	zstat	12	none	sCerb	0.5074305534362793	0.560486912727356
10154	6	4	zstat	12	none	iCerb	0.38658222556114197	0.3635576069355011
10154	6	4	zstat	12	none	Motor	0.9384697079658508	0.9803258776664734
10154	6	4	zstat	13	none	VS	0.48547184467315674	0.5259237289428711
10154	6	4	zstat	13	none	RVS	0.49774831533432007	0.47660329937934875
10154	6	4	zstat	13	none	LVS	0.9550431370735168	0.9146337509155273
10154	6	4	zstat	13	none	vmPFC	0.42672300338745117	0.4101472496986389
10154	6	4	zstat	13	none	FFA	0.3606291115283966	0.4987246096134186
10154	6	4	zstat	13	none	sCerb	0.1748857945203781	0.15252786874771118
10154	6	4	zstat	13	none	iCerb	0.6846019625663757	0.643200695514679
10154	6	4	zstat	13	none	Motor	0.7841230630874634	0.818160355091095
10154	6	4	cope	13	none	VS	130.8706512451172	116.21476745605469
10154	6	4	cope	13	none	RVS	138.70870971679688	116.08660888671875
10154	6	4	cope	13	none	LVS	253.82711791992188	253.94503784179688
10154	6	4	cope	13	none	vmPFC	69.91120910644531	67.85882568359375
10154	6	4	cope	13	none	FFA	80.0486831665039	75.1292724609375
10154	6	4	cope	13	none	sCerb	43.60716247558594	39.334712982177734
10154	6	4	cope	13	none	iCerb	123.44037628173828	122.17095184326172
10154	6	4	cope	13	none	Motor	142.00082397460938	127.885498046875
10154	6	1	varcope	13	none	VS	36324.578125	37338.96875
10154	6	1	varcope	13	none	RVS	63578.40625	37337.69140625
10154	6	1	varcope	13	none	LVS	52346.23046875	41852.20703125
10154	6	1	varcope	13	none	vmPFC	24919.033203125	21999.033203125
10154	6	1	varcope	13	none	FFA	38792.03515625	23898.384765625
10154	6	1	varcope	13	none	sCerb	49788.84375	42084.15625
10154	6	1	varcope	13	none	iCerb	34367.84375	34050.56640625
10154	6	1	varcope	13	none	Motor	26608.923828125	20544.4375
10154	6	1	cope	12	none	VS	-74.45398712158203	-57.800872802734375
10154	6	1	cope	12	none	RVS	-307.4920654296875	-233.82785034179688
10154	6	1	cope	12	none	LVS	-108.79669189453125	-202.67662048339844
10154	6	1	cope	12	none	vmPFC	-248.3492431640625	-219.574462890625
10154	6	1	cope	12	none	FFA	-446.1330871582031	-542.16552734375
10154	6	1	cope	12	none	sCerb	-24.1036376953125	-78.0466079711914
10154	6	1	cope	12	none	iCerb	10.69175910949707	-5.046783447265625
10154	6	1	cope	12	none	Motor	139.85850524902344	45.18030548095703
10154	6	1	varcope	11	none	VS	90716.421875	93041.359375
10154	6	1	varcope	11	none	RVS	157202.796875	93020.75
10154	6	1	varcope	11	none	LVS	130159.4609375	104243.4296875
10154	6	1	varcope	11	none	vmPFC	59980.59375	52701.81640625
10154	6	1	varcope	11	none	FFA	93711.671875	58423.26953125
10154	6	1	varcope	11	none	sCerb	123207.5	104291.171875
10154	6	1	varcope	11	none	iCerb	84638.1171875	83797.9921875
10154	6	1	varcope	11	none	Motor	64409.625	49804.71875
10154	6	1	zstat	11	none	VS	-0.5633336305618286	-0.6338940858840942
10154	6	1	zstat	11	none	RVS	-1.0030581951141357	-0.9986405372619629
10154	6	1	zstat	11	none	LVS	-0.7369118928909302	-0.7343801259994507
10154	6	1	zstat	11	none	vmPFC	-0.22078225016593933	-0.2740795612335205
