TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,3,1,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,1,1,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,6,2,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,1,1,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,5,2,2,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,6,2,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,6,2,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
37,37,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
39,39,1,1,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
40,40,6,2,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
41,41,6,2,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
42,42,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
43,43,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
44,44,4,2,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
45,45,5,2,2,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
46,46,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
47,47,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
48,48,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
49,49,1,1,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
50,50,6,2,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
51,51,2,1,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
52,52,1,1,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
54,54,2,1,2,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
