TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
9,9,4,2,1,3,1.700000e+00,1.0,8.0,58.85346,1.0,59.771904,0.9184439,6.0,61.370655,62.384,3.5305378,62.38422,65.38776
10,10,5,2,2,2,2.550000e+00,1.0,9.0,65.831345,3.0,66.97156,1.1402088,5.0,68.34782,69.363464,3.532117,69.36374,71.36999
11,11,3,1,3,2,2.550000e+00,1.0,10.0,71.38471,3.0,72.803925,1.4192095,8.0,73.9018,74.912796,3.528081,74.91302,76.91979
12,12,2,1,2,1,2.550000e+00,1.0,11.0,76.92256,3.0,78.43636,1.5138052,5.0,79.44014,80.44966,3.5271018,80.449905,81.45251
13,13,2,1,2,3,2.550000e+00,1.0,12.0,81.455315,1.0,83.11912,1.6638043,5.0,83.97319,84.98135,3.5260425,84.981575,87.98495
14,14,1,1,1,1,2.550000e+00,1.0,13.0,87.98765,1.0,88.70088,0.7132299,9.0,90.50512,91.51575,3.528096,91.51598,92.51794
15,15,4,2,1,3,8.500000e-01,1.0,14.0,92.93211,3.0,94.21808,1.2859691,4.0,95.450165,96.46186,3.529747,96.462166,99.467155
16,16,3,1,3,2,1.700000e+00,1.0,15.0,99.480965,3.0,100.382385,0.9014205,7.0,101.999374,103.009,3.528039,103.009315,105.01632
17,17,3,1,3,2,2.550000e+00,1.0,16.0,105.0192,0.0,999.0,999.0,999.0,107.53324,108.54994,3.5307384,108.55017,110.56596
18,18,6,2,3,4,8.500000e-01,1.0,17.0,111.01142,1.0,111.79917,0.7877547,4.0,113.52916,114.539375,3.5279582,114.53972,118.54801
19,19,1,1,1,1,1.700000e+00,1.0,18.0,118.56261,3.0,119.88171,1.3191053,1.0,121.079895,122.09129,3.5286934,122.09153,123.09756
20,20,1,1,1,1,1.700000e+00,1.0,19.0,123.100235,3.0,123.96443,0.8641986,2.0,125.61724,126.62561,3.525378,126.62583,127.63023
21,21,2,1,2,3,1.700000e+00,1.0,20.0,127.633095,3.0,128.69753,1.064428,5.0,130.15053,131.16019,3.5270908,131.1604,134.16312
22,22,3,1,3,2,1.700000e+00,1.0,21.0,134.16609,3.0,134.67952,0.5134387,8.0,136.68439,137.69511,3.5290296,137.69534,139.69562
23,23,5,2,2,2,8.500000e-01,1.0,22.0,140.11064,1.0,141.04584,0.9351951,5.0,142.6281,143.63843,3.5277975,143.63867,145.64507
24,24,6,2,3,4,1.700000e+00,1.0,23.0,146.06886,1.0,146.57835,0.509482,4.0,148.58649,149.59677,3.5279093,149.597,153.61082
25,25,1,1,1,1,1.700000e+00,1.0,24.0,153.625,3.0,154.3278,0.7028092,1.0,156.14325,157.1528,3.527809,157.15305,158.16017
26,26,5,2,2,4,2.550000e+00,1.0,25.0,158.60068,3.0,159.59406,0.9933778,5.0,161.11746,162.12991,3.529249,162.13014,166.1428
27,27,2,1,2,1,1.700000e+00,1.0,26.0,166.15703,3.0,166.74287,0.5858463,5.0,168.67448,169.68362,3.5266018,169.68388,170.69232
28,28,1,1,1,1,1.700000e+00,1.0,27.0,170.69542,3.0,172.00912,1.3137037,1.0,173.21283,174.22215,3.5267253,174.22237,175.22484
29,29,1,1,1,1,2.550000e+00,1.0,28.0,175.22781,3.0,176.90836,1.6805451,4.0,177.74634,178.755,3.5271966,178.75523,179.75768
30,30,1,1,1,1,8.500000e-01,1.0,29.0,179.76068,3.0,180.59123,0.8305504,4.0,182.27922,183.28798,3.5272965,183.28831,184.29059
31,31,5,2,2,4,8.500000e-01,1.0,30.0,184.71994,0.0,999.0,999.0,999.0,187.22414,188.23996,3.5200157,188.24017,192.25618
32,32,1,1,1,1,8.500000e-01,1.0,31.0,192.27144,1.0,192.85696,0.5855257,6.0,194.78825,195.79773,3.5262928,195.79797,196.80573
33,33,4,2,1,3,8.500000e-01,1.0,32.0,197.23207,3.0,197.77228,0.540198,4.0,199.74957,200.7578,3.525721,200.75803,203.77177
34,34,2,1,2,1,8.500000e-01,1.0,33.0,203.78583,3.0,204.28879,0.5029593,5.0,206.30438,207.31403,3.5282044,207.31425,208.321
35,35,4,2,1,3,2.550000e+00,1.0,34.0,208.75961,3.0,209.4224,0.662785,3.0,211.2762,212.28577,3.526151,212.28598,215.28741
36,36,5,2,2,2,1.700000e+00,1.0,35.0,215.73578,3.0,217.1375,1.4017164,5.0,218.25414,219.265,3.5292282,219.26523,221.26868
37,37,3,1,3,2,1.700000e+00,1.0,36.0,221.28453,1.0,222.70285,1.4183143,1.0,223.80145,224.81094,3.526412,224.81117,226.81906
38,38,4,2,1,3,8.500000e-01,1.0,37.0,227.21448,1.0,227.65276,0.4382896,6.0,229.73143,230.74117,3.5266943,230.7414,233.75168
39,39,4,2,1,3,8.500000e-01,1.0,38.0,234.18318,1.0,234.66853,0.4853526,6.0,236.70038,237.70894,3.5257454,237.70923,240.7172
40,40,6,2,3,4,1.700000e+00,1.0,39.0,241.03134,3.0,241.71764,0.6862974,8.0,243.54941,244.55995,3.5286124,244.56018,248.56668
41,41,4,2,1,3,2.550000e+00,1.0,40.0,248.99399,3.0,249.61687,0.6228892,1.0,251.5118,252.5219,3.5279088,252.52211,255.53253
42,42,1,1,1,1,8.500000e-01,1.0,41.0,255.54762,1.0,256.3661,0.8184725,7.0,258.06418,259.07242,3.52479,259.0727,260.0819
43,43,6,2,3,4,2.550000e+00,1.0,42.0,260.51285,3.0,262.38196,1.86912,9.0,263.03036,264.04077,3.5279162,264.041,268.0481
44,44,4,2,1,3,1.700000e+00,1.0,43.0,268.37125,3.0,269.08136,0.7101066,4.0,270.88824,271.89902,3.5277457,271.89923,274.91333
45,45,3,1,3,2,1.700000e+00,1.0,44.0,274.92795,3.0,275.43008,0.5021382,9.0,277.4454,278.45496,3.5270116,278.45517,280.4627
46,46,6,2,3,4,8.500000e-01,1.0,45.0,280.89197,1.0,281.67978,0.7878024,3.0,283.4103,284.4178,3.5258067,284.418,288.42896
47,47,3,1,3,2,2.550000e+00,1.0,46.0,288.44318,3.0,289.17877,0.7356181,7.0,290.9611,291.9699,3.5267596,291.97015,293.97766
48,48,6,2,3,4,2.550000e+00,1.0,47.0,294.3406,3.0,295.0283,0.6876839,6.0,296.85876,297.8678,3.5272124,297.86804,301.8759
49,49,4,2,1,3,2.550000e+00,1.0,48.0,302.206,1.0,302.67767,0.4716602,8.0,304.72418,305.735,3.528985,305.73526,308.74292
50,50,1,1,1,1,8.500000e-01,1.0,49.0,308.7573,3.0,309.22638,0.4690788,3.0,311.27472,312.2828,3.5255213,312.28305,313.29224
51,51,1,1,1,1,2.550000e+00,1.0,50.0,313.2957,1.0,314.82693,1.5312362,8.0,315.8121,316.82,3.5243044,316.82028,317.82547
52,52,6,2,3,4,1.700000e+00,1.0,51.0,318.27896,3.0,319.00912,0.7301431,7.0,320.79584,321.80566,3.5266964,321.80588,325.80768
53,53,3,1,3,2,8.500000e-01,1.0,52.0,325.8224,3.0,326.32468,0.5022749,8.0,328.33936,329.34738,3.5249777,329.34763,331.3572
54,54,6,2,3,4,2.550000e+00,1.0,53.0,331.72293,3.0,332.40732,0.6843821,9.0,334.24066,335.25,3.527057,335.25024,339.25638
